# Entropy Sorting merger, performed at 12-09-2025 15:47:07
# star_mass = 17.2005276668275151
# num_shells = 3904
# chemical_species = h1, he3, he4, c12, n14, o16
id      mass                      dm                        density                   entropy                   passive_scalar            mean_mu                   h1                        he3                       he4                       c12                       n14                       o16                       
2353    1.3884820443196181e+01    8.6171092408532761e-03    6.8009784433514742e-01    1.9317706471869459e+09    1.0000000000000000e+00    6.1423113400316653e-01    7.1548868365993179e-01    3.8494852816766480e-05    2.7027204076510669e-01    2.4388567304798382e-03    7.2125792636353069e-04    6.6459188047700325e-03    
2354    1.3893437552437035e+01    8.6171092408532761e-03    6.7699643827264000e-01    1.9320646188414102e+09    1.0000000000000000e+00    6.1423107886594863e-01    7.1548881267026843e-01    3.8415656064532057e-05    2.7027201586653132e-01    2.4390062257331866e-03    7.2108350917071207e-04    6.6459188117002251e-03    
2355    1.3897689181869302e+01    4.2516294322665314e-03    2.9822733984024136e-01    1.9322222537062564e+09    0.0000000000000000e+00    6.1422680790823736e-01    7.1549967804194214e-01    2.9087303727620628e-05    2.7027123465044267e-01    2.4435411779266348e-03    7.1579257678980746e-04    6.6459189886395901e-03    
2356    1.3906306291110155e+01    8.6171092408532761e-03    6.7390024085655320e-01    1.9323597683691037e+09    1.0000000000000000e+00    6.1423102442934507e-01    7.1548894034545107e-01    3.8336356744642941e-05    2.7027199167489391e-01    2.4391513360987869e-03    7.2091420789305999e-04    6.6459188183872258e-03    
2357    1.3914923400351009e+01    8.6171092408532761e-03    6.7080925266468383e-01    1.9326561100004272e+09    1.0000000000000000e+00    6.1423097068152510e-01    7.1548906670273094e-01    3.8256975587542189e-05    2.7027196817205834e-01    2.4392921806612061e-03    7.2074988359156560e-04    6.6459188248390753e-03    
2358    1.3923540509591863e+01    8.6171092408532761e-03    6.6772347463891013e-01    1.9329536582650762e+09    1.0000000000000000e+00    6.1423091761091830e-01    7.1548919175900660e-01    3.8177532795205121e-05    2.7027194534027793e-01    2.4394288755468976e-03    7.2059040077852789e-04    6.6459188310635346e-03    
2359    1.3927792139024129e+01    4.2516294322665314e-03    2.9548934726385334e-01    1.9329874766326931e+09    0.0000000000000000e+00    6.1422680530217677e-01    7.1549968502054462e-01    2.9080325981959263e-05    2.7027123464983344e-01    2.4435411794107255e-03    7.1579257505836359e-04    6.6459189886395832e-03    
2360    1.3936409248264983e+01    8.6171092408532761e-03    6.6464290810193405e-01    1.9332524276467814e+09    1.0000000000000000e+00    6.1423086520620607e-01    7.1548931553083672e-01    3.8098048047706025e-05    2.7027192316218518e-01    2.4395615339910573e-03    7.2043562733961684e-04    6.6459188370681724e-03    
2361    1.3944850330731215e+01    8.4410824662328830e-03    6.6159902069933330e-01    1.9335493409990075e+09    1.0000000000000000e+00    6.1423081422275883e-01    7.1548943625734718e-01    3.8019596277139978e-05    2.7027190195993256e-01    2.4396879731711958e-03    7.2028810999456004e-04    6.6459188427461157e-03    
2362    1.3949101960163482e+01    4.2516294322665314e-03    2.9275851892056387e-01    1.9337546441616929e+09    0.0000000000000000e+00    6.1422680273514030e-01    7.1549969189465801e-01    2.9073452680279367e-05    2.7027123464925495e-01    2.4435411808103992e-03    7.1579257342540637e-04    6.6459189886395814e-03    
2363    1.3957543042629714e+01    8.4410824662328830e-03    6.5859149390177607e-01    1.9338444150171459e+09    1.0000000000000000e+00    6.1423076415271038e-01    7.1548955505348377e-01    3.7941689519442419e-05    2.7027188146138459e-01    2.4398103222606784e-03    7.2014536460353220e-04    6.6459188482165471e-03    
2364    1.3965984125095947e+01    8.4410824662328830e-03    6.5558897383486714e-01    1.9341406985417104e+09    1.0000000000000000e+00    6.1423071469075907e-01    7.1548967266245322e-01    3.7863795618003588e-05    2.7027186154278177e-01    2.4399291050114405e-03    7.2000678010788522e-04    6.6459188534962604e-03    
2365    1.3974425207562179e+01    8.4410824662328830e-03    6.5259146320577233e-01    1.9344382018149428e+09    1.0000000000000000e+00    6.1423066582715724e-01    7.1548978909862437e-01    3.7785931195180235e-05    2.7027184218917638e-01    2.4400444176901083e-03    7.1987224419108899e-04    6.6459188585915197e-03    
2366    1.3978567456050092e+01    4.1422484879123107e-03    2.9006999985732568e-01    1.9345140496042118e+09    0.0000000000000000e+00    6.1422680024276288e-01    7.1549969856885687e-01    2.9066779237082269e-05    2.7027123464871555e-01    2.4435411821089378e-03    7.1579257191044330e-04    6.6459189886395945e-03    
2367    1.3987008538516326e+01    8.4410824662334433e-03    6.4959896492365121e-01    1.9347369339274495e+09    1.0000000000000000e+00    6.1423061741829510e-01    7.1548990468529317e-01    3.7707931616112721e-05    2.7027182332877708e-01    2.4401567815363970e-03    7.1974114871596172e-04    6.6459188635299930e-03    
2368    1.3995449620982560e+01    8.4410824662334433e-03    6.4661148270685043e-01    1.9350369006153185e+09    1.0000000000000000e+00    6.1423056971597123e-01    7.1549001883900631e-01    3.7630147745639931e-05    2.7027180506282039e-01    2.4402654084084126e-03    7.1961441321586445e-04    6.6459188682721406e-03    
2369    1.3999591869470473e+01    4.1422484879123107e-03    2.8742326265870588e-01    1.9352663254745457e+09    0.0000000000000000e+00    6.1422679781809575e-01    7.1549970506174720e-01    2.9060287054007429e-05    2.7027123464821001e-01    2.4435411833187664e-03    7.1579257049897611e-04    6.6459189886396092e-03    
2370    1.4008032951936707e+01    8.4410824662334433e-03    6.4362902016207502e-01    1.9353381067279129e+09    1.0000000000000000e+00    6.1423052258397826e-01    7.1549013186141386e-01    3.7552440487559143e-05    2.7027178731902185e-01    2.4403708399462422e-03    7.1949140575162018e-04    6.6459188728474868e-03    
2371    1.4016474034402941e+01    8.4410824662334433e-03    6.4065158136581224e-01    1.9356405540876355e+09    1.0000000000000000e+00    6.1423047601337077e-01    7.1549024376581927e-01    3.7474824713216447e-05    2.7027177008371867e-01    2.4404731632243618e-03    7.1937202473148175e-04    6.6459188772615679e-03    
2372    1.4024741283327435e+01    8.2672489244932177e-03    6.3770983016315808e-01    1.9359410878640299e+09    1.0000000000000000e+00    6.1423043053208792e-01    7.1549035328314459e-01    3.7398185575263384e-05    2.7027175354478478e-01    2.4405712018961598e-03    7.1925764260496821e-04    6.6459188814628478e-03    
2373    1.4028883531815348e+01    4.1422484879123107e-03    2.8478338534738268e-01    1.9360219374692414e+09    0.0000000000000000e+00    6.1422679542952430e-01    7.1549971145798763e-01    2.9053891483743354e-05    2.7027123464773017e-01    2.4435411844600909e-03    7.1579256916742438e-04    6.6459189886396092e-03    
2374    1.4037150780739841e+01    8.2672489244932177e-03    6.3480346028688606e-01    1.9362397066966796e+09    1.0000000000000000e+00    6.1423038601717450e-01    7.1549046068094102e-01    3.7322415259250420e-05    2.7027173763001100e-01    2.4406654811481945e-03    7.1914764662924446e-04    6.6459188854799955e-03    
2375    1.4045418029664335e+01    8.2672489244932177e-03    6.3190192261054956e-01    1.9365395039004695e+09    1.0000000000000000e+00    6.1423034201634774e-01    7.1549056704278269e-01    3.7246772768952279e-05    2.7027172216577350e-01    2.4407570147394436e-03    7.1904085404686415e-04    6.6459188893572456e-03    
2376    1.4049560278152248e+01    4.1422484879121138e-03    2.8215039170930967e-01    1.9367816370312471e+09    0.0000000000000000e+00    6.1422679307673911e-01    7.1549971775840604e-01    2.9047591699606034e-05    2.7027123464727515e-01    2.4435411855364083e-03    7.1579256791172029e-04    6.6459189886396135e-03    
2377    1.4057827527076741e+01    8.2672489244932177e-03    6.2900522183079965e-01    1.9368404772091651e+09    1.0000000000000000e+00    6.1423029852188560e-01    7.1549067238027231e-01    3.7171270544079910e-05    2.7027170714036258e-01    2.4408458766694415e-03    7.1893717852101286e-04    6.6459188930991682e-03    
2378    1.4066094776001234e+01    8.2672489244932177e-03    6.2611336232518577e-01    1.9371426462749064e+09    1.0000000000000000e+00    6.1423025551685206e-01    7.1549077672946793e-01    3.7095897574436654e-05    2.7027169254094313e-01    2.4409321402153266e-03    7.1883653455822336e-04    6.6459188967097288e-03    
2379    1.4074362024925728e+01    8.2672489244932177e-03    6.2322634831966861e-01    1.9374460324426677e+09    1.0000000000000000e+00    6.1423021303171987e-01    7.1549088001129446e-01    3.7020726719490447e-05    2.7027167836982335e-01    2.4410157819373165e-03    7.1873894950479284e-04    6.6459189001890949e-03    
2380    1.4078397435312572e+01    4.0354103868441129e-03    2.7955826181879939e-01    1.9375362579484296e+09    0.0000000000000000e+00    6.1422679078996945e-01    7.1549972388205263e-01    2.9041468644918081e-05    2.7027123464685010e-01    2.4435411865366317e-03    7.1579256674478514e-04    6.6459189886396049e-03    
2381    1.4086664684237066e+01    8.2672489244932177e-03    6.2034418379551404e-01    1.9377506544876742e+09    1.0000000000000000e+00    6.1423017103073019e-01    7.1549098230233588e-01    3.6945731337415452e-05    2.7027166460395508e-01    2.4410969632013427e-03    7.1864423509274968e-04    6.6459189035460737e-03    
2382    1.4094931933161559e+01    8.2672489244926574e-03    6.1746687258927424e-01    1.9380565282057981e+09    1.0000000000000000e+00    6.1423012950677702e-01    7.1549108361339187e-01    3.6870922455599432e-05    2.7027165123266811e-01    2.4411757509527035e-03    7.1855231321570350e-04    6.6459189067847131e-03    
2383    1.4098967343548404e+01    4.0354103868441129e-03    2.7700649263351884e-01    1.9382865784373715e+09    0.0000000000000000e+00    6.1422678856654656e-01    7.1549972983607313e-01    2.9035515177991327e-05    2.7027123464645159e-01    2.4435411874676066e-03    7.1579256565864431e-04    6.6459189886396179e-03    
2384    1.4107062987713199e+01    8.0956441647952199e-03    6.1462428150021453e-01    1.9383604517095811e+09    1.0000000000000000e+00    6.1423008889611119e-01    7.1549118287565605e-01    3.6797103440940384e-05    2.7027163838824314e-01    2.4412513462174095e-03    7.1846411603833848e-04    6.6459189098726093e-03    
2385    1.4115158631877994e+01    8.0956441647946596e-03    6.1181611213930309e-01    1.9386624364294834e+09    1.0000000000000000e+00    6.1423004916360946e-01    7.1549128015917185e-01    3.6724267068230970e-05    2.7027162604127314e-01    2.4413239494658697e-03    7.1837940966884301e-04    6.6459189128207164e-03    
2386    1.4123254276042788e+01    8.0956441647926976e-03    6.0901260657549805e-01    1.9389656497521195e+09    1.0000000000000000e+00    6.1423000986912824e-01    7.1549137653264072e-01    3.6651639104122433e-05    2.7027161404364242e-01    2.4413944388439650e-03    7.1829716957125820e-04    6.6459189156662058e-03    
2387    1.4127289686429632e+01    4.0354103868441129e-03    2.7446133164399905e-01    1.9390431378517723e+09    0.0000000000000000e+00    6.1422678637622208e-01    7.1549973570146708e-01    2.9029650308334319e-05    2.7027123464607361e-01    2.4435411883458372e-03    7.1579256463403834e-04    6.6459189886396135e-03    
2388    1.4135385330594426e+01    8.0956441647929787e-03    6.0621376770968605e-01    1.9392700955452867e+09    1.0000000000000000e+00    6.1422997100651755e-01    7.1549147200552732e-01    3.6579228682986139e-05    2.7027160238623077e-01    2.4414628712272550e-03    7.1821732938782599e-04    6.6459189184123963e-03    
2389    1.4143480974759219e+01    8.0956441647926976e-03    6.0341959836935155e-01    1.9395757746540518e+09    1.0000000000000000e+00    6.1422993266291492e-01    7.1549156636471134e-01    3.6507196971752461e-05    2.7027159109190019e-01    2.4415290720605810e-03    7.1814009277277973e-04    6.6459189210518422e-03    
2390    1.4147516385146064e+01    4.0354103868439160e-03    2.7192280557035753e-01    1.9398067177373049e+09    0.0000000000000000e+00    6.1422678421871324e-01    7.1549974147899187e-01    2.9023873279483072e-05    2.7027123464571584e-01    2.4435411891740124e-03    7.1579256366783195e-04    6.6459189886396066e-03    
2391    1.4155612029310856e+01    8.0956441647921373e-03    6.0063010085730273e-01    1.9398826864525826e+09    1.0000000000000000e+00    6.1422989461304989e-01    7.1549166014692667e-01    3.6435180583734631e-05    2.7027158008052687e-01    2.4415936007035240e-03    7.1806480711707828e-04    6.6459189236106157e-03    
2392    1.4163707673475649e+01    8.0956441647935390e-03    5.9784527769313867e-01    1.9401908264944291e+09    1.0000000000000000e+00    6.1422985697732069e-01    7.1549175305605794e-01    3.6363407316477175e-05    2.7027156938335484e-01    2.4416562347061768e-03    7.1799173195364599e-04    6.6459189260795722e-03    
2393    1.4171803317640448e+01    8.0956441647991421e-03    5.9506513108751524e-01    1.9405001883662019e+09    1.0000000000000000e+00    6.1422981975005042e-01    7.1549184510095676e-01    3.6291885193290509e-05    2.7027155899208588e-01    2.4417170255333250e-03    7.1792080723764070e-04    6.6459189284616763e-03    
2394    1.4175734390090691e+01    3.9310724502428160e-03    2.6942375812792430e-01    1.9405679560116947e+09    0.0000000000000000e+00    6.1422678212049664e-01    7.1549974709774600e-01    2.9018254988565933e-05    2.7027123464538089e-01    2.4435411899441429e-03    7.1579256276934808e-04    6.6459189886396118e-03    
2395    1.4183660689786196e+01    7.9262996955055225e-03    5.9231874074064839e-01    1.9408074894444399e+09    1.0000000000000000e+00    6.1422978291531150e-01    7.1549193624666751e-01    3.6220840757621647e-05    2.7027154883431853e-01    2.4417766883290145e-03    7.1785119860128151e-04    6.6459189307946625e-03    
2396    1.4191586989481701e+01    7.9262996955055225e-03    5.8960581675964752e-01    1.9411127202229662e+09    1.0000000000000000e+00    6.1422974728042579e-01    7.1549202463932560e-01    3.6151337267087264e-05    2.7027153925698344e-01    2.4418325609453480e-03    7.1778601199084114e-04    6.6459189329562424e-03    
2397    1.4195518061931944e+01    3.9310724502428160e-03    2.6696370531033226e-01    1.9413273708799741e+09    0.0000000000000000e+00    6.1422678008207254e-01    7.1549975255638931e-01    2.9012796778500657e-05    2.7027123464506697e-01    2.4435411906602988e-03    7.1579256193382687e-04    6.6459189886396170e-03    
2398    1.4203444361627449e+01    7.9262996955055225e-03    5.8689738116209178e-01    1.9414190916620250e+09    1.0000000000000000e+00    6.1422971202155963e-01    7.1549211222790443e-01    3.6082095912168037e-05    2.7027152995034526e-01    2.4418868060242607e-03    7.1772272423997470e-04    6.6459189350425189e-03    
2399    1.4211370661322954e+01    7.9262996955055225e-03    5.8419343548831038e-01    1.9417265902235134e+09    1.0000000000000000e+00    6.1422967713378696e-01    7.1549219902019590e-01    3.6013123264801248e-05    2.7027152090732531e-01    2.4419394672784540e-03    7.1766128434835831e-04    6.6459189370558771e-03    
2400    1.4219296961018459e+01    7.9262996955055225e-03    5.8149398117628948e-01    1.9420352011925898e+09    1.0000000000000000e+00    6.1422964261227564e-01    7.1549228502386952e-01    3.5944425672157184e-05    2.7027151212101291e-01    2.4419905873479275e-03    7.1760164256727034e-04    6.6459189389988099e-03    
2401    1.4223228033468702e+01    3.9310724502428160e-03    2.6451002564102233e-01    1.9420953629670811e+09    0.0000000000000000e+00    6.1422677807399761e-01    7.1549975793376674e-01    2.9007419810547110e-05    2.7027123464477021e-01    2.4435411913358586e-03    7.1579256114567380e-04    6.6459189886396179e-03    
2402    1.4231154333164207e+01    7.9262996955055225e-03    5.7879901963051616e-01    1.9423449097239034e+09    1.0000000000000000e+00    6.1422960845228480e-01    7.1549237024647849e-01    3.5876009261286752e-05    2.7027150358465962e-01    2.4420402078238319e-03    7.1754375037164943e-04    6.6459189408735264e-03    
2403    1.4239080632859713e+01    7.9262996955055225e-03    5.7610855235498037e-01    1.9426557006820166e+09    1.0000000000000000e+00    6.1422957464916406e-01    7.1549245469545908e-01    3.5807879943762730e-05    2.7027149529167860e-01    2.4420883692720012e-03    7.1748756043275245e-04    6.6459189426823443e-03    
2404    1.4243011705309955e+01    3.9310724502428160e-03    2.6206274378409616e-01    1.9428724016234434e+09    0.0000000000000000e+00    6.1422677609601251e-01    7.1549976323057285e-01    2.9002123392494218e-05    2.7027123464448810e-01    2.4435411919728864e-03    7.1579256040247858e-04    6.6459189886396248e-03    
2405    1.4250938005005461e+01    7.9262996955052432e-03    5.7342258100120413e-01    1.9429675586019144e+09    1.0000000000000000e+00    6.1422954119835127e-01    7.1549253837813465e-01    3.5740043420246287e-05    2.7027148723563910e-01    2.4421351112560632e-03    7.1743302659109257e-04    6.6459189444273937e-03    
2406    1.4258697247993952e+01    7.7592429884910134e-03    5.7076941327520159e-01    1.9432771433024991e+09    1.0000000000000000e+00    6.1422950862391035e-01    7.1549261995078073e-01    3.5673680860301748e-05    2.7027147950236374e-01    2.4421799733694754e-03    7.1738068600191586e-04    6.6459189460923709e-03    
2407    1.4266456490982444e+01    7.7592429884910134e-03    5.6814876726372809e-01    1.9435844504246204e+09    1.0000000000000000e+00    6.1422947656823246e-01    7.1549270034913648e-01    3.5607918777368510e-05    2.7027147205523960e-01    2.4422231094552095e-03    7.1733035917605583e-04    6.6459189476838088e-03    
2408    1.4270285682138640e+01    3.8291911561955058e-03    2.5965359477659172e-01    1.9436484979220526e+09    0.0000000000000000e+00    6.1422677417489346e-01    7.1549976837510265e-01    2.8996979224279094e-05    2.7027123464422526e-01    2.4435411925639292e-03    7.1579255971292264e-04    6.6459189886396153e-03    
2409    1.4278044925127132e+01    7.7592429884910134e-03    5.6553243542794018e-01    1.9438927364173882e+09    1.0000000000000000e+00    6.1422944483767505e-01    7.1549278003333849e-01    3.5542452414090707e-05    2.7027146481769498e-01    2.4422649923722430e-03    7.1728149442872567e-04    6.6459189492199863e-03    
2410    1.4285804168115623e+01    7.7592429884910134e-03    5.6292042009417043e-01    1.9442019878697836e+09    1.0000000000000000e+00    6.1422941342826709e-01    7.1549285900985915e-01    3.5477286373147207e-05    2.7027145778425404e-01    2.4423056557165402e-03    7.1723405256303658e-04    6.6459189507026379e-03    
2411    1.4289633359271820e+01    3.8291911561955058e-03    2.5728210458283951e-01    1.9444235529947765e+09    0.0000000000000000e+00    6.1422677230586886e-01    7.1549977338013482e-01    2.8991974530142057e-05    2.7027123464397912e-01    2.4435411931149204e-03    7.1579255907009733e-04    6.6459189886396240e-03    
2412    1.4297392602260311e+01    7.7592429884910134e-03    5.6031272377472952e-01    1.9445121924998341e+09    1.0000000000000000e+00    6.1422938228566104e-01    7.1549293740971864e-01    3.5412327803195957e-05    2.7027145093676547e-01    2.4423452195976724e-03    7.1718789344655262e-04    6.6459189521371181e-03    
2413    1.4305151845248803e+01    7.7592429884910134e-03    5.5770934939171157e-01    1.9448233387173390e+09    1.0000000000000000e+00    6.1422935150217584e-01    7.1549301500349183e-01    3.5347759990190496e-05    2.7027144429619038e-01    2.4423835329430254e-03    7.1714319333587460e-04    6.6459189535174011e-03    
2414    1.4312911088237295e+01    7.7592429884910134e-03    5.5511029998436701e-01    1.9451354170354578e+09    1.0000000000000000e+00    6.1422932102836014e-01    7.1549309190844734e-01    3.5283505265760323e-05    2.7027143784407553e-01    2.4424207226399616e-03    7.1709980419070471e-04    6.6459189548492940e-03    
2415    1.4316740279393491e+01    3.8291911561955058e-03    2.5491673943481546e-01    1.9452074807994068e+09    0.0000000000000000e+00    6.1422677046466867e-01    7.1549977831066025e-01    2.8987044325726848e-05    2.7027123464374442e-01    2.4435411936343672e-03    7.1579255846407331e-04    6.6459189886396101e-03    
2416    1.4324499522381982e+01    7.7592429884907341e-03    5.5251557891775949e-01    1.9454484197186232e+09    1.0000000000000000e+00    6.1422929086052436e-01    7.1549316813069541e-01    3.5219567560782378e-05    2.7027143157544903e-01    2.4424568191037323e-03    7.1705769052519117e-04    6.6459189561343911e-03    
2417    1.4332094019583211e+01    7.5944972012283911e-03    5.4995273608528050e-01    1.9457589823505037e+09    1.0000000000000000e+00    6.1422926132355704e-01    7.1549324284734617e-01    3.5156643373905462e-05    2.7027142555412803e-01    2.4424914468792937e-03    7.1701729038176998e-04    6.6459189573594502e-03    
2418    1.4335923210739407e+01    3.8291911561956042e-03    2.5255751260319631e-01    1.9459999912515986e+09    0.0000000000000000e+00    6.1422676865040549e-01    7.1549978316905516e-01    2.8982186234322249e-05    2.7027123464352260e-01    2.4435411941241894e-03    7.1579255789260899e-04    6.6459189886396153e-03    
2419    1.4343517707940636e+01    7.5944972012283911e-03    5.4742150007922352e-01    1.9460671134056995e+09    1.0000000000000000e+00    6.1422923239536176e-01    7.1549331610633893e-01    3.5094714313785659e-05    2.7027141976604019e-01    2.4425246988249009e-03    7.1697849542195699e-04    6.6459189585288915e-03    
2420    1.4351112205141865e+01    7.5944972012283911e-03    5.4489442088151463e-01    1.9463761174004066e+09    1.0000000000000000e+00    6.1422920375017409e-01    7.1549338872819090e-01    3.5033099273694410e-05    2.7027141414024541e-01    2.4425569857748695e-03    7.1694082632590657e-04    6.6459189596577923e-03    
2421    1.4358706702343094e+01    7.5944972012283911e-03    5.4237150204538642e-01    1.9466859951137521e+09    1.0000000000000000e+00    6.1422917538477406e-01    7.1549346071832132e-01    3.4971801367243222e-05    2.7027140867251459e-01    2.4425883335513431e-03    7.1690425296661953e-04    6.6459189607473729e-03    
2422    1.4362436424783674e+01    3.7297224405807932e-03    2.5023507717062315e-01    1.9467901119445093e+09    0.0000000000000000e+00    6.1422676688409439e-01    7.1549978789904367e-01    2.8977456530632336e-05    2.7027123464331415e-01    2.4435411945810197e-03    7.1579255735964263e-04    6.6459189886396170e-03    
2423    1.4370030921984903e+01    7.5944972012283911e-03    5.3985274728280130e-01    1.9469967502288058e+09    1.0000000000000000e+00    6.1422914734198508e-01    7.1549353196815568e-01    3.4910913435941932e-05    2.7027140336986116e-01    2.4426186898344306e-03    7.1686883638561166e-04    6.6459189617958407e-03    
2424    1.4377625419186131e+01    7.5944972012283911e-03    5.3733816026311754e-01    1.9473083900851533e+09    1.0000000000000000e+00    6.1422911951592407e-01    7.1549360273949425e-01    3.4850230785105917e-05    2.7027139820522511e-01    2.4426482349056773e-03    7.1683436624796432e-04    6.6459189628105125e-03    
2425    1.4381355141626711e+01    3.7297224405807932e-03    2.4794896717751405e-01    1.9475771998798149e+09    0.0000000000000000e+00    6.1422676516999963e-01    7.1549979248920614e-01    2.8972866632581094e-05    2.7027123464312008e-01    2.4435411950046435e-03    7.1579255686540788e-04    6.6459189886396248e-03    
2426    1.4388949638827940e+01    7.5944972012283911e-03    5.3482774493045360e-01    1.9476209245106542e+09    1.0000000000000000e+00    6.1422909196032216e-01    7.1549367289494803e-01    3.4789873795089658e-05    2.7027139318657850e-01    2.4426769145425575e-03    7.1680090581484443e-04    6.6459189637896963e-03    
2427    1.4396544136029169e+01    7.5944972012283911e-03    5.3232150527667188e-01    1.9479343666494913e+09    1.0000000000000000e+00    6.1422906467217742e-01    7.1549374243965502e-01    3.4729845063981417e-05    2.7027138831008218e-01    2.4427047521290287e-03    7.1676842780393833e-04    6.6459189647344839e-03    
2428    1.4403976217263367e+01    7.4320812341976935e-03    5.2984624475787723e-01    1.9482453454844761e+09    1.0000000000000000e+00    6.1422903781755755e-01    7.1549381093967412e-01    3.4670547488084014e-05    2.7027138359457648e-01    2.4427316744369851e-03    7.1673701764888588e-04    6.6459189656439344e-03    
2429    1.4407705939703947e+01    3.7297224405807932e-03    2.4566870500615653e-01    1.9483709925122204e+09    0.0000000000000000e+00    6.1422676348141703e-01    7.1549979701105315e-01    2.8968345035838914e-05    2.7027123464293656e-01    2.4435411954042388e-03    7.1579255639922794e-04    6.6459189886396300e-03    
2430    1.4415138020938144e+01    7.4320812341976935e-03    5.2740170090365102e-01    1.9485538915238879e+09    1.0000000000000000e+00    6.1422901162548849e-01    7.1549387782315310e-01    3.4612445189309557e-05    2.7027137908938526e-01    2.4427573310147766e-03    7.1670708422206662e-04    6.6459189665042046e-03    
2431    1.4422570102172342e+01    7.4320812341976935e-03    5.2496116795145176e-01    1.9488633616221337e+09    1.0000000000000000e+00    6.1422898568131068e-01    7.1549394413596090e-01    3.4554663970715535e-05    2.7027137470992912e-01    2.4427822444368320e-03    7.1667801783634828e-04    6.6459189673346592e-03    
2432    1.4426299824612922e+01    3.7297224405807932e-03    2.4339429702917884e-01    1.9491709413487735e+09    0.0000000000000000e+00    6.1422676181812919e-01    7.1549980146516645e-01    2.8963891160571047e-05    2.7027123464276126e-01    2.4435411957809982e-03    7.1579255595966636e-04    6.6459189886396196e-03    
2433    1.4433731905847120e+01    7.4320812341976935e-03    5.2252465000275128e-01    1.9491737794935663e+09    1.0000000000000000e+00    6.1422895998239602e-01    7.1549400988267120e-01    3.4497205830029560e-05    2.7027137045294519e-01    2.4428064345520745e-03    7.1664979533379034e-04    6.6459189681363200e-03    
2434    1.4441163987081318e+01    7.4320812341976935e-03    5.2009215123518016e-01    1.9494851716160042e+09    1.0000000000000000e+00    6.1422893452615746e-01    7.1549407506780571e-01    3.4440072663012511e-05    2.7027136631524340e-01    2.4428299207263828e-03    7.1662239412006935e-04    6.6459189689100613e-03    
2435    1.4448596068315515e+01    7.4320812341976935e-03    5.1766367589568552e-01    1.9497975671955268e+09    1.0000000000000000e+00    6.1422890931005192e-01    7.1549413969582676e-01    3.4383266265822934e-05    2.7027136229371396e-01    2.4428527218532223e-03    7.1659579215200078e-04    6.6459189696568294e-03    
2436    1.4452228690120904e+01    3.6326218053889443e-03    2.4115535712458563e-01    1.9499658861504354e+09    0.0000000000000000e+00    6.1422676020345590e-01    7.1549980578909822e-01    2.8959567449753610e-05    2.7027123464259839e-01    2.4435411961303941e-03    7.1579255555203019e-04    6.6459189886396101e-03    
2437    1.4459660771355102e+01    7.4320812341976935e-03    5.1523922829295477e-01    1.9501109981239414e+09    1.0000000000000000e+00    6.1422888433157796e-01    7.1549420377114348e-01    3.4326788337328715e-05    2.7027135838532079e-01    2.4428748563640515e-03    7.1656996792544793e-04    6.6459189703775116e-03    
2438    1.4467092852589300e+01    7.4320812341976935e-03    5.1281881278876229e-01    1.9504254989283447e+09    1.0000000000000000e+00    6.1422885958827478e-01    7.1549426729811161e-01    3.4270640481391395e-05    2.7027135458710078e-01    2.4428963422385374e-03    7.1654490046337710e-04    6.6459189710729224e-03    
2439    1.4474364863510079e+01    7.2720109207788973e-03    5.1042849906047261e-01    1.9507376801369207e+09    1.0000000000000000e+00    6.1422883545533191e-01    7.1549432932112633e-01    3.4215647979124049e-05    2.7027135096279659e-01    2.4429167799802365e-03    7.1652105585742493e-04    6.6459189717288794e-03    
2440    1.4477997485315468e+01    3.6326218053889443e-03    2.3895143939424113e-01    1.9507552644255681e+09    0.0000000000000000e+00    6.1422675863292453e-01    7.1549980999482510e-01    2.8955361928636732e-05    2.7027123464244696e-01    2.4435411964558074e-03    7.1579255517239930e-04    6.6459189886396248e-03    
2441    1.4485269496236247e+01    7.2720109207788973e-03    5.0806803220541585e-01    1.9510475875356297e+09    1.0000000000000000e+00    6.1422881169995946e-01    7.1549439041589091e-01    3.4161359503438216e-05    2.7027134745476433e-01    2.4429365699956186e-03    7.1649796695254925e-04    6.6459189723615851e-03    
2442    1.4492541507157027e+01    7.2720109207788973e-03    5.0571143823301135e-01    1.9513586315759265e+09    1.0000000000000000e+00    6.1422878816296689e-01    7.1549445099775566e-01    3.4107391081360618e-05    2.7027134404418685e-01    2.4429557876445543e-03    7.1647554582767066e-04    6.6459189729723639e-03    
2443    1.4496174128962416e+01    3.6326218053889443e-03    2.3675309965518082e-01    1.9515489575729926e+09    0.0000000000000000e+00    6.1422675708578112e-01    7.1549981413792296e-01    2.8951219028055656e-05    2.7027123464230085e-01    2.4435411967627012e-03    7.1579255481434587e-04    6.6459189886396170e-03    
2444    1.4503446139883195e+01    7.2720109207788973e-03    5.0335872132992066e-01    1.9516708537490025e+09    1.0000000000000000e+00    6.1422876484219158e-01    7.1549451107061468e-01    3.4053743883376637e-05    2.7027134072854236e-01    2.4429744481858002e-03    7.1645377468028740e-04    6.6459189735620120e-03    
2445    1.4510718150803974e+01    7.2720109207788973e-03    5.0100988562144966e-01    1.9519842978427908e+09    1.0000000000000000e+00    6.1422874167586583e-01    7.1549457078978507e-01    3.4000289236288918e-05    2.7027133749498883e-01    2.4429926344322409e-03    7.1643255689264542e-04    6.6459189741335896e-03    
